,recipe_id,step,description
5961,4131,1,"Combine the oil, prepared paste, tomato puree, cornflour-milk mixture, sugar and ½ cup of water in a microwave safe bowl and microwave on high for 3 minutes."
5962,4131,2,Add the koftas and microwave on high for 1 minute.
5963,4131,3,Serve hot garnished with grated cheese.
5964,4132,1,Heat the oil in a kadhai and add the cumin seeds.
5965,4132,2,"When the seeds crackle, add the tomato pulp and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
5966,4132,3,"Add the curd-water mixture, cream and cornflour-water mixture mix well and cook on a slow flame for 2 to 3 minutes, while stirring continuously."
5967,4132,4,"Add the chilli powder, turmeric powder, sugar and salt, mix well and cook on a medium flame for 2 to 3 minutes. Keep aside."
5968,4133,1,"Combine the tomatoes, onions, ginger, garlic, cashewnuts, turmeric powder , chill powder and ½ cup of water, mix well and cook  on a medium flame for 10 to 12 minutes, while stirring occasionally. Keep aside and allow it to cool."
5969,4133,2,"Once cooled, blend in a mixer to a smooth mixture."
5970,4133,3,Strain the mixture using a strainer and keep aside.
5971,4133,4,Heat the butter in broad non-stick pan and add the cumin seeds.
5972,4133,5,"When the seeds crackle, add the prepared tomato-onion mixture, garam masala, dried fenugreek leaves, sugar and salt, mix well and cook on a medium flame for 3 minutes, while stirring occasionally."
5973,4133,6,"Add the cream, mix well and cook on a medium flame for 1 more minute."
5974,4136,1,"While boiling the green peas, add a little soda and salt to enough water, as it will retain the vibrant green colour of the peas and also that it will absorb the salt."
5975,4142,1,These pedas stay fresh in an air-tight container in the refrigerator for at least a week.
5976,4143,1,It is highly recommended that this recipe be relished by diabetics only occasionally and in small quantities. This is just a mere ‘treat’ and does not qualify for a regular diabetic menu.
5977,4149,1,"Combine the cream, plain flour and cardamom powder and mix well to make a smooth batter."
5978,4149,2,"Smear very little ghee on a non-stick pan and spread 2 tablespoons of the batter on it to make a 100 mm. (4"") diameter pancake. Cook on both sides using a little ghee."
5979,4149,3,Repeat with the rest of the batter to make 3 more malpuas.
5980,4149,4,Dip the hot malpuas in the warm syrup for a few seconds. Drain and keep
5981,4150,1,Combine the plain flour and fresh cream in a bowl and mix well till no lumps remain. Keep aside.
5982,4150,2,"Heat a non-stick tava (griddle) and grease it lightly with little ghee, pour a little batter on a greased tava (griddle) and spread it evenly to make a 75 mm. (3”) diameter circle."
5983,4150,3,"Cook on both the sides, using a little ghee, till it turns golden brown in colour."
5984,4150,4,Dip the malpua in the warm sugar syrup.
5985,4150,5,Repeat with the remaining batter to make 7 more malpuas.
5986,4150,6,Serve immediately garnished with almond and pistachio slivers.
5987,4151,1,Combine the plain flour and fresh cream in a bowl and mix well till no lumps remain. Keep aside.
5988,4151,2,"Heat a non-stick tava (griddle) and grease it lightly with little ghee, pour a little batter on a greased tava (griddle) and spread it evenly to make a 75 mm. (3”) diameter circle."
5989,4151,3,"Cook on both the sides, using a little ghee, till it turns golden brown in colour."
5990,4151,4,Dip the malpua in the warm sugar syrup.
5991,4151,5,Repeat with the remaining batter to make 7 more malpuas.
5992,4151,6,Serve immediately garnished with almond and pistachio slivers.
5993,4152,1,Mix the cream and flour into a batter.  
5994,4152,2,Smear very little ghee on a frying pan and spread a small amount of the batter on it.
5995,4152,3,Fry on both sides using a little ghee until golden brown. Drain on absorbent paper. 
5996,4153,1,Dissolve the gud in 1 cup of warm water and mix well till it dissolves.
5997,4153,2,Add all the other ingredients and mix well. 
5998,4153,3,"Smear a little ghee on a non-stick pan and spread a small amount of the batter on it to make a round of 75 mm. (3"") diameter. "
5999,4153,4,Cook on both sides using a little ghee until golden brown. Drain on absorbent paper.
6000,4153,5,Repeat to make 8-10 more malpuas. 
6001,4155,1,Blend 1 cup of hara chana in a mixer to a coarse mixture and keep aside.
6002,4155,2,"Heat the oil in a deep non-stick pan, add the garlic paste and sauté on a medium flame for 30 seconds."
6003,4155,3,Add the malvani masala paste and sauté on a medium flame for another 2 minutes.
6004,4155,4,"Add the coarsely crushed hara chana, remaining 1 cup of whole boiled hara chana, salt and 1 cup of water, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
6005,4155,5,"Add the tamarind pulp, fresh cream, coriander and sugar, mix well and cook on a medium flame for another 2 minutes, while stirring occasionally."
6006,4155,6,Serve hot.
6007,4162,1,To make 1 cup fried noodles:heat the oil in a kadhai and deep-fry 1 cup of boiled noodles in batches in hot oil till they turn golden brown in colour and crisp. Drain on absorbent paper and use as required.
6008,4162,2,To make chillies in vinegar (approx. 1 cup):combine 1 cup of vinegar with 1 tbsp of finely chopped green chillies and cook on a slow flame for a minute. Keep aside to cool and use as required. Chillies in vinegar are served with chinese food to perk up the flavour by enhancing the sour and spicy tas
6009,4163,1,Heat the oil in a wok / kadhai on a high flame till it smokes.
6010,4163,2,"Add the garlic, ginger and green chillies and sauté on a high flame for a few seconds."
6011,4163,3,"Add the cabbage, cauliflower, capsicum, carrots and sauté on a high flame for 1 to 2 minutes."
6012,4163,4,"Add the tomatoes, mint leaves and coriander, mix well and sauté on a high flame for 1 minute."
6013,4163,5,"Add the vegetable stock, mix well and cook on a high flame for 2 to 3 minutes, while stirring occasionally."
6014,4163,6,"Add the salt, soya sauce, mix well and cook on a high flame for another 2 minutes, while stirring occasionally."
6015,4163,7,"Add the prepared cornflour-water mixture, mix well and cook on a high flame for 2 to 3 more minutes, while stirring continuously."
6016,4163,8,Add the pepper powder and mix well.
6017,4163,9,Serve immediately topped with fried noodles.
6018,4165,1,"Heat 1 cup of water in a saucepan and add  1½ tbsp of prepared spice powder and misri, mix well and cook on a medium flame for 3 minute, while stirring occasionally"
6019,4165,2,"Add the milk and cook on a medium flame for 1 minute, while stirring occasionally."
6020,4165,3,Strain the mixture through a strainer.
6021,4165,4,Serve immediately.
6022,4178,1,"Combine the paneer and sugar in a mixer and blend till smooth, without using any water."
6023,4178,2,"Transfer the mixture into a deep bowl, add the cream cheese and mix well using a whisk to get a smooth mixture."
6024,4178,3,Add the vanilla essence and the mango and mix gently.
6025,4178,4,Add the beaten whipped cream and fold gently to get the cheesecake mixture.
6026,4178,5,Spread the cheesecake mixture evenly over the set biscuit base and refrigerate for 4 to 5 hours or till firm.
6027,4178,6,De-mould the pie carefully and cut into 6 equal wedges.
6028,4178,7,"Just before serving, pour the mango pulp on each wedge and spread it evenly using a palate knife."
6029,4178,8,Garnish each wedge with a swirl of beaten whipped cream and serve immediately.
6030,4179,1,Combine the basic cheesecake mixture and mango pulp in a bowl and mix well.
6031,4179,2,Add the beaten whipped cream and fold gently.
6032,4179,3,Pour this mixture over the sponge cake base and spread it evenly using a palate knife.
6033,4179,4,Refrigerate for 4 hours or till the cheesecake sets.
6034,4179,5,Demould the cheesecake and place the mango slices all over the cheesecake overlapping each other.
6035,4179,6,Cut into 6 equal wedges and serve chilled.
6036,4180,1,"Liquidize the cream cheese, mango pieces, curds and sugar to a smooth puree in a blender. ."
6037,4180,2,Whip the cream till soft peaks form and mix gently with the mango mixture.
6038,4181,1,Place the cake on a turntable and run a pastry comb along the sides.
6039,4181,2,Fill a piping bag fitted with a no 5 star nozzle with the whipped cream.
6040,4181,3,"Make a shell border on top of the cake. To do this: and squeeze it to allow the cream to fan out generously– do not lift the bag. Gradually relax your pressure as you lower the tip until it touches the surface. Stop pressure and pull the tip away, without lifting it off the surface, to draw the shel"
6041,4181,4,Start the end of your next shell so that the fanned end covers the tail of the preceding shell to form and even chain.
6042,4181,5,Using the same piping bag make a spring border along the base of the cake. To do this hold the piping bag at 45 degrees and squeeze it gently to allow the cream to come out evenly. Move your hand in a circular motion to get a spiral design till you again reach the point that you started. Keep the pi
6043,4181,6,Place the 100 mm. (4 “) bowl in the centre of the cake. Fill a disposable piping bag with chocolate vermicelli. Snip the tip to make a hole so the vermicelli can be poured out. Put the chocolate vermicelli along the sides of the bowl. Remove the bowl carefully so you get a clean round white circle i
6044,4181,7,Using the same piping bag make 6 swirls along the top of the cake. To do this: hold the piping bag in your hand and move your wrist anti-clockwise while applying gentle pressure to make a swirl. Finish the circle and gently lift it in a single motion to form a peak.
6045,4181,8,Repeat to make 5 more swirls.
6046,4181,9,Garnish with ½ tbsp of finely chopped mangoes on top of each swirl.
6047,4181,10,Cut into 6 equal wedges and serve.
6048,4182,1,"Use coloured ice-cream sticks to add more fun to the recipe, infact involve your child in the fun by asking them to insert the sticks."
6049,4192,1,This jam stays fresh for 1 week if refrigerated and stored in an air-tight container.
6050,4198,1,Divide the mango filling in 6 equal portions.
6051,4198,2,"Place a pancake on a clean, dry surface, place a portion of the stuffing on one side of the pancake and fold it over it to make a semi-circle."
6052,4198,3,Repeat step 2 to make the remaining 5 pancakes.
6053,4198,4,Serve immediately.
6054,4201,1,Simmer the milk in a broad non-stick pan till it reduces to one third.
6055,4201,2,"Add the sugar, cardamom powder and nutmeg powder. Cool the rabdi and keep aside."
6056,4201,3,Whisk the cream till soft peaks form.
6057,4201,4,Add the rabdi and the mango puree and mix well.
6058,4201,5,Chill and keep aside.
6059,4208,1,4 cups of curds when hung in a muslin cloth for 30 to 45 minutes yields 2 cups of hung curds.
6060,4211,1,1¼ cups of chopped mangoes gives approximately
6061,4211,2,1 cup of mango pulp.
6062,4213,1,"Mix the lemon juice, cornflour, granulated sugar and add 3/4 teacup of water. "
6063,4213,2,Cook on a slow flame until the mixture becomes thick.
6064,4213,3,Cool.
6065,4213,4,Beat the cream with the powdered sugar and add to the mixture.
6066,4213,5,Add the lemon rind and yellow colouring. 
6067,4213,6,Chill thoroughly.
6068,4214,1,Put the beaten whipped cream in a piping bag with a star nozzle fitted in. Decorate the circumference of the cake by making any design of your choice.
6069,4214,2,Decorate with the mango strips and some more swirls as per your choice.
6070,4214,3,Serve immediately or refrigerate till use.
6071,4221,1,Wet the lip of the glasses with a lemon wedge and then invert the glass over a plate of salt.  Pick up the glass gently and dust off any excess salt. Place carefully on the bar table. You're ready to conjure up heady Margaritas. 
