recipe_id,step,description
4721,4,Repeat steps 2 and 3 to make 21 more uttapas in 3 more batches.
4721,5,Serve immediately.
4722,1,"Combine the onions, green chillies, poppy seeds and milk in a deep non-stick pan, mix well and cook on a medium flame for 4 minutes, while stirring occasionally."
4722,2,Allow the mixture to cool completely and blend in a mixer to a smooth paste. Keep aside.
4722,3,"Heat the ghee in a deep non-stick kadhai, add the cumin seeds, cloves, cinnamon, cardamom and bay leaf and sauté on a medium flame for a few seconds."
4722,4,"Add the prepared onion paste, garlic paste and green chilli paste, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
4722,5,"Add all the vegetables, paneer, garam masala, pineapple, salt and ¼ cup of water, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
4722,6,Serve hot.
4723,1,"In a large bowl, combine all the ingredients and mix well."
4723,2,"In a pan, boil 1 cup of water. Cool completely and add to the prepared pickle."
4723,3,Bottle in a sterilised glass jar and keep aside to mature for 1 to 2 days.
4723,4,Store refrigerated for upto 1 month.
4724,1,"Place 1 cup chopped/diced [into 25mm (1"") pieces] vegetables on a microwave-proof plate."
4724,2,Sprinkle 1 tablespoon water over them and microwave on high for 3 minutes. Use as required.
4724,3,The same procedure can be used to cook either 1 cup of the above vegetables individually or 1 cup mixed chopped vegetables.
4725,1,"Heat the oil in a deep kadhai, add the cashewnuts and sauté on a medium flame for 2 to 3 minutes or till the cashewnuts turn light brown in colour. Drain well."
4725,2,"In the same oil, add the prepared paste and sauté on a medium flame for 1 to 2 minutes."
4725,3,"Add the mixed vegetables, salt, milk, cream, sugar and shallow fried cashewnuts, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
4725,4,Serve immediately.
4726,1,"Combine the corn flour and 3 cups of water in a deep bowl, mix well and keep aside."
4726,2,"Heat the oil in a broad non-stick pan, add the almonds and sauté on a medium flame for 2 minutes."
4726,3,Add the green chillies and all the vegetables and sauté on a medium flame for  7 minutes.
4726,4,"Add the cornflour-water mixture, chilli sauce, sugar and salt, mix well and cook on a medium flame for 5 minutes, while stirring continuously."
4726,5,Serve immediately
4727,1,Heat the oil in a wok / kadhai on a high flame till it smokes.
4727,2,"Add the garlic, celery, spring onions and sauté on a high flame for 2 minutes."
4727,3,"Add the mixed vegetables, broccoli and salt and sauté on a high flame for another 2 minutes."
4727,4,"Add the black bean sauce, sugar and cornflour mixture and cook on a high flame for a minute or till the mixture thickens. Serve hot."
4728,1,Combine all the ingredients and blend in a mixer to a smooth paste using little water. Keep aside.
4729,1,"Combine the oil and prepared paste and microwave on high for 1 ½ minutes, stirring after 1 minute."
4729,2,"Add the chilli powder, turmeric powder, coriander powder, cumin seed powder, garam masala, mixed vegetables, salt, ¼ cup of water and microwave on high for 3 minutes, stirring once after 1½ minutes."
4729,3,Serve immediately.
4730,1,"Heat the butter in a broad non-stick pan, add the onions, green chillies and garlic paste and sauté on a medium flame for 1 minute."
4730,2,Add the vegetables and sauté on a medium flame for 1 minute.
4730,3,"Add the white sauce, little salt and pepper, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
4730,4,Serve hot with butter naan or garlic bread.
4731,1,"Combine together the potatoes, brinjals, bananas, surti papdi, yam and the prepared masala, mix well and keep aside for 15 minutes."
4731,2,"Heat the oil in a pressure cooker, add the carom seeds and asafoetida and sauté for a few seconds."
4731,3,"Add the vegetable-masala mixture, turmeric powder, chilli powder, sugar, salt and 1 cup of water, mix well and pressure cook for 3 whistles."
4731,4,Allow the steam to escape before opening the lid.
4731,5,Serve hot garnished with coriander.
4732,1,"Combine the spinach, fenugreek leaves, baking soda and ½ cup of water in a deep non-stick pan and mix well. Cover with a lid and cook on a medium flame for 2 minutes, while stirring occasionally."
4732,2,Cool and blend in a mixer till smooth. Keep aside.
4732,3,"Heat a deep non-stick pan on a medium flame and when it is hot, add the onions and dry roast on a medium flame for 2 minutes."
4732,4,"Add the spinach-fenugreek mixture, green chilli paste and salt, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
4732,5,"Add the mixed vegetables and milk, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
4732,6,Serve hot.
4733,1,"Combine the cornflour and milk in a deep bowl, mix well and keep aside."
4733,2,"Heat the ghee in a deep non-stick kadhai, add the onions, garlic paste and ginger paste and saute on a medium flame for 1 minute."
4733,3,Add the capsicum and saute on a medium flame for 1 minute.
4733,4,"Add the green chillies, turmeric powder, mixed vegetables, sugar, cardamom powder and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
4733,5,"Add the milk, mix well and cook on a medium flame for 3 minutes, while stirring occasionally."
4733,6,Serve hot garnished with coriander.
4734,1,"Heat the oil in a large non-stick pan, add the paneer strips and fry till they are brown."
4734,2,"Add the broccoli, baby corn, capsicum, mushrooms and asparagus and stir-fry for 1 to 2 minutes."
4734,3,"Add a little water and salt, cover and cook on a low flame till the vegetables are tender."
4734,4,Add the spring onion greens and mix well
4734,5,"Meanwhile, mix the soya sauce with the orange juice and cornflour and stir into the vegetables, stirring constantly till the sauce has thickened and glaze develops."
4734,6,"Stir in the sesame seeds, peanuts, salt and pepper and cook for 3 to 4 minutes."
4734,7,Serve hot.
4735,1,Combine all the ingredients in a deep bowl and mix well.
4735,2,Refrigerate for ½ hour and serve chilled.
4736,1,"Sieve the plain flour, baking powder, soda bi-carb and coffee powder together on a plate. Keep aside."
4736,2,"Combine the condensed milk, melted butter, vanilla essence and 5 tbsp of water in a deep bowl and beat well."
4736,3,Add the sieved flour mixture and mix gently with help of a spatula. The batter should be of dropping consistency.
4736,4,Pour the batter into a greased and dusted 175 mm. (7”) diameter cake tin.
4736,5,Bake in a pre-heated oven at 180ºc (360ºf) for 20 to 25 minutes.
4736,6,The cake is ready when it leaves the sides of the tin and is springy to touch.
4736,7,Remove and keep aside for 1 minute. Invert the tin over a cooling rack and tap sharply to unmould the cake.
4736,8,Keep aside to cool.
4737,1,Combine the chocolate with the milk in a saucepan and melt over gentle heat till it becomes a smooth sauce. Cool slightly and add the rum if desired.
4737,2,Whip the cream till soft peaks form and fold it into the cooled chocolate mixture. Keep aside.
4738,1,Combine the chocolate and milk in a microwave safe bowl and microwave on high for 30 seconds. Remove and mix well till no lumps remain.
4738,2,Strain the mixture using a sieve and keep aside.
4738,3,Combine the powdered sugar and beaten whipped cream in a deep bowl and fold gently.
4738,4,Add the prepared chocolate–milk mixture and fold gently.
4738,5,Add the vanilla essence and honey and fold gently. Keep aside.
4739,1,Combine the coffee powder with 1 tbsp of water in a microwave safe bowl and microwave on high for 30 seconds to make a coffee decoction. Keep aside.
4739,2,"Heat the fresh cream in a broad non-stick pan and cook on a slow flame for 1 to 2 minutes, while stirring continuously."
4739,3,"Switch off the flame, add the dark chocolate and mix well till no lumps remain."
4739,4,Add the coffee decoction and mix well.
4739,5,"Serve warm with vanilla sponge pieces, marshmallows and fresh fruits."
4740,1,"Combine the coffee powder and 4 tbsp of warm water in a small bowl, mix well and keep aside."
4740,2,Sieve the icing sugar and cocoa powder in a deep bowl.
4740,3,Add the coffee mixture and mix very well.
4740,4,Use immediately.
4741,1,Melt the chocolate over gentle heat.
4741,2,"Combine all the ingredients in a bowl, add the melted chocolate and mix well."
4741,3,"Press this mixture evenly onto a 150 mm. (6"") diameter loose bottomed cake tin."
4741,4,Refrigerate for 15 to 20 minutes.
4742,1,Freeze the peaches in the freezer till they are hard.
4742,2,"Add the ginger juice, lemon juice, sugar substitute and ice-cubes and blend till slushy."
4742,3,Serve immediately.
4743,1,Combine the grapes and sugar syrup in a bowl and soak overnight.
4743,2,Combine the soaked grapes and orange juice in a mixer and blend well till smooth. Refrigerate to chill.
4743,3,"In each wine glass, place ¼ cup of crushed ice and 1 tbsp of pineapple cubes. Pour equal quantity of the chilled juice and top it with ½ bottle of chilled lemonade. Serve immediately."
4744,1,Boil 1¾ cups of water in a deep non-stick pan.
4744,2,Place the rice flour in a deep bowl and add the boiled water gradually. Mix well using a spoon in the beginning and then knead into a soft and smooth dough.
4744,3,Cover with a lid and keep aside for 10 minutes.
4745,1,"Combine the sugar and ½ cup of water in a deep bowl, mix well and make a syrup of one string consistency. Keep aside."
4745,2,"Heat the ghee in a broad non-stick pan, add the cloves and cardamom and sauté on a medium flame for a few seconds."
4745,3,"Add the cooked rice, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously."
4745,4,"Add the sugar syrup, mix well and cook on a medium flame for another 4 to 5 minutes, while stirring occasionally. Keep aside."
4746,1,"Peel the potatoes. Prick them thoroughly with a toothpick and soak in cold water. After about 10 minutes, remove from the water and add the curds and salt. Keep aside for 1 hour."
4746,2,"Heat the ghee in a pan, add the onions and sauté for 1 minute."
4746,3,Add the paste and sauté for another minute.
4746,4,"Add the coriander-cumin seed powder, chilli powder and turmeric powder and sauté again for a few seconds."
4746,5,"Add the potato mixture and 2 cups of water, cover and cook until the potatoes are soft."
4746,6,"Add the green peas, cream and sugar. Mix well."
4746,7,Serve hot.
4747,1,"Combine the curds, poppy seed paste and salt in a bowl and mix well."
4747,2,"Add the potatoes, mix lightly and keep aside to marinate for 10 to 15 minutes."
4747,3,"Heat the ghee in a non-stick kadhai, add the onions, cloves and cardamom and sauté on a medium flame for 1 to 2 minutes."
4747,4,"Add the prepared masala paste, mix well and cook on a medium flame for 1 minute, while stirring continuously."
4747,5,"Add the marinated potatoes and ¼ cup of water, mix well and cook on a slow flame for 2 more minutes, while stirring occasionally."
